,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,LoanSource,asjp_forms,asjp_segs
1239,Mundari-12_burntr-1,,Mundari,12_burntr,ro,ro,r o,,Peiros2004a,,False,^r o $,default,,r o,o r
1240,Korku-12_burntr-1,,Korku,12_burntr,ʒuluʔ,ʒuluʔ,dʑ u l u ʔ,,Peiros2004a,,False,^ ʒ u l u ʔ $,default,,dZ u l u 7,7 dZ l u
1241,Car-12_burntr-1,,Car,12_burntr,fəŋ,fəŋ,f ə ŋ,,Peiros2004a,,False,^ f ə ŋ $,default,,f 3 N,3 N f
1242,Nancawri-12_burntr-1,,Nancawri,12_burntr,ʔin-jɨan,ʔin-jᵻ́an,ʔ i n + j ᵻ́a/ɨa n,,Peiros2004a,,False,^ ʔ i n - j ᵻ́a n $,default,,7 i n  y 3a n, 3a 7 i n y
1243,Stieng-13_clawnail-1,,Stieng,13_clawnail,kənieh,kənieh,k ə n ie h,,Peiros2004a,,False,^ k ə n ie h $,default,,k 3 n ie h,3 h ie k n
1244,Chrau-13_clawnail-1,,Chrau,13_clawnail,kən-hjeih,kən-hjeih,k ə n + h j ei h,,Peiros2004a,,False,^ k ə n - h j ei h $,default,,k 3 n  h y ei h, 3 ei h k n y
1245,MRolom-13_clawnail-1,,MRolom,13_clawnail,nieh,nieh,n ie h,,Peiros2004a,,False,^ n ie h $,default,,n ie h,h ie n
1246,MBunong-13_clawnail-1,,MBunong,13_clawnail,ɲɛh,ɲɛh,ɲ ɛ h,,Peiros2004a,,False,^ ɲ ɛ h $,default,,5 E h,5 E h
1247,MDip-13_clawnail-1,,MDip,13_clawnail,ɲɛh,ɲɛh,ɲ ɛ h,,Peiros2004a,,False,^ ɲ ɛ h $,default,,5 E h,5 E h
1248,Ma1-13_clawnail-1,,Ma1,13_clawnail,kaw,kaw,k a w,,Peiros2004a,,True,^ k a w $,default,CHAM,k a w,a k w
1249,Sre-13_clawnail-1,,Sre,13_clawnail,nʔdias,nʔdias,n ʔ d ia s,,Peiros2004a,,False,^ n ʔ d ia s $,default,,n 7 d ia s,7 d ia n s
1250,KahoChil-13_clawnail-1,,KahoChil,13_clawnail,kənʔdiah,kənʔdiah,k ə n ʔ d ia h,,Peiros2004a,,False,^ k ə n ʔ d ia h $,default,,k 3 n 7 d ia h,3 7 d h ia k n
1251,KorCua-13_clawnail-1,,KorCua,13_clawnail,kaniən,kaniən,k a n iə n,,Peiros2004a,,False,^ k a n iə n $,default,,k a n i3 n,a i3 k n
1252,Kadong-13_clawnail-1,,Kadong,13_clawnail,njah,njah,n j a h,,Peiros2004a,,False,^ n j a h $,default,,n y a h,a h n y
1253,Hadang-13_clawnail-1,,Hadang,13_clawnail,njah,njah,n j a h,,Peiros2004a,,False,^ n j a h $,default,,n y a h,a h n y
1254,Hre-13_clawnail-1,,Hre,13_clawnail,kaniah,kaniah,k a n ia h,,Peiros2004a,,False,^ k a n ia h $,default,,k a n ia h,a h ia k n
1255,Rengao-13_clawnail-1,,Rengao,13_clawnail,kəʔnih.T,kəʔnih.T,k ə ʔ n i h T/¹⁵,,Peiros2004a,,False,^ k ə ʔ n i h .T$,default,,k 3 7 n i h , 3 7 h i k n
1256,Didra-13_clawnail-1,,Didra,13_clawnail,kəneh,kəneh,k ə n e h,,Peiros2004a,,False,^ k ə n e h $,default,,k 3 n e h,3 e h k n
1257,Sedang-13_clawnail-1,,Sedang,13_clawnail,kənej.L,kənej.L,k ə n e j L/⁵⁵,,Peiros2004a,,False,^ k ə n e j .L$,default,,k 3 n e y , 3 e k n y
1258,Panong-13_clawnail-1,,Panong,13_clawnail,kaniənʔ,kaniənʔ,k a n iə n ʔ,,Peiros2004a,,False,^ k a n iə n ʔ $,default,,k a n i3 n 7,7 a i3 k n
1259,Halang-13_clawnail-1,,Halang,13_clawnail,kəʔnieh,kəʔnieh,k ə ʔ n ie h,,Peiros2004a,,False,^ k ə ʔ n ie h $,default,,k 3 7 n ie h,3 7 h ie k n
1260,Jeh-13_clawnail-1,,Jeh,13_clawnail,kəʔniajh.T,kəʔniajh.T,k ə ʔ n ia dʒʰ T/¹⁵,,Peiros2004a,,False,^ k ə ʔ n ia jh .T$,default,,k 3 7 n ia dZh~ , 3 7 dZh~ ia k n
1261,Veh-13_clawnail-1,,Veh,13_clawnail,hənieh,hənieh,h ə n ie h,,Peiros2004a,,False,^ h ə n ie h $,default,,h 3 n ie h,3 h ie n
1262,Arak-13_clawnail-1,,Arak,13_clawnail,kərnɛh,kərnɛh,k ə r n ɛ h,,Peiros2004a,,False,^ k ə r n ɛ h $,default,,k 3 r n E h,3 E h k n r
1263,Bahnar-13_clawnail-1,,Bahnar,13_clawnail,təŋiəh,təŋiəh,t ə ŋ iə h,,Peiros2004a,,False,^ t ə ŋ iə h $,default,,t 3 N i3 h,3 N h i3 t
1264,Tempuan-13_clawnail-1,,Tempuan,13_clawnail,hɲah,hɲah,h ɲ a h,,Peiros2004a,,False,^ h ɲ a h $,default,,h 5 a h,5 a h
1265,Oy-13_clawnail-1,,Oy,13_clawnail,kərniajh,kərniajh,k ə r n ia dʒʰ,,Peiros2004a,,False,^ k ə r n ia jh $,default,,k 3 r n ia dZh~,3 dZh~ ia k n r
1266,Nhaheun-13_clawnail-1,,Nhaheun,13_clawnail,nniah,nniah,ŋ ia h,,Peiros2004a,,False,^nn ia h $,default,,N ia h,N h ia
1267,Jru-13_clawnail-1,,Jru,13_clawnail,kəniah,kəniah,k ə n ia h,,Peiros2004a,,False,^ k ə n ia h $,default,,k 3 n ia h,3 h ia k n
1268,Tariang-13_clawnail-1,,Tariang,13_clawnail,krias,krias,k r ia s,,Peiros2004a,,False,^ k r ia s $,default,,k r ia s,ia k r s
1269,Kantu-13_clawnail-1,,Kantu,13_clawnail,krjah,krjah,k r j a h,,Peiros2004a,,False,^ k r j a h $,default,,k r y a h,a h k r y
1270,Katu-13_clawnail-1,,Katu,13_clawnail,kərieh,kərieh,k ə r ie h,,Peiros2004a,,False,^ k ə r ie h $,default,,k 3 r ie h,3 h ie k r
1271,Dakkang-13_clawnail-1,,Dakkang,13_clawnail,kərialh,kərialh,k ə r ia lh/l̥,,Peiros2004a,,False,^ k ə r ia lh $,default,,k 3 r ia lh l,3 ia k l lh r
1272,LaoKatu-13_clawnail-1,,LaoKatu,13_clawnail,karias,karias,k a r ia s,,Peiros2004a,,False,^ k a r ia s $,default,,k a r ia s,a ia k r s
1273,Pakoh-13_clawnail-1,,Pakoh,13_clawnail,kərriajh.T,kərriajh.T,k ə r ia dʒʰ T/¹⁵,,Peiros2004a,,False,^ k ə rr ia jh .T$,default,,k 3 r ia dZh~ , 3 dZh~ ia k r
1274,Taoih-13_clawnail-1,,Taoih,13_clawnail,karrias.T,karrias.T,k a r ia s T/¹⁵,,Peiros2004a,,False,^ k a rr ia s .T$,default,,k a r ia s , a ia k r s
1275,Ong-13_clawnail-1,,Ong,13_clawnail,kəniajh,kəniajh,k ə n ia dʒʰ,,Peiros2004a,,False,^ k ə n ia jh $,default,,k 3 n ia dZh~,3 dZh~ ia k n
1276,Taoi-13_clawnail-1,,Taoi,13_clawnail,kərniajc.C,kərniajc.C,k ə r n ia j c C/³,,Peiros2004a,,False,^ k ə r n ia j c .C$,default,,k 3 r n ia y T , 3 T ia k n r y
1277,Nge-13_clawnail-1,,Nge,13_clawnail,keniajh,keniajh,k e n ia dʒʰ,,Peiros2004a,,False,^ k e n ia jh $,default,,k e n ia dZh~,dZh~ e ia k n
1278,Kui-13_clawnail-1,,Kui,13_clawnail,nthrɛh.B,nthrɛh.B,n th/tʰ r ɛ h B/²,,Peiros2004a,,False,^ n th r ɛ h .B$,default,,n th th~ r E h , E h n r th th~
1279,Neu-13_clawnail-1,,Neu,13_clawnail,khlɛh,khlɛh,kh/kʰ l ɛ h,,Peiros2004a,,False,^ kh l ɛ h $,default,,kh kh~ l E h,E h kh kh~ l
1280,Bru-13_clawnail-1,,Bru,13_clawnail,ntreh.B,ntreh.B,n t r e h B/²,,Peiros2004a,,False,^ n t r e h .B$,default,,n t r e h , e h n r t
1281,BruVK-13_clawnail-1,,BruVK,13_clawnail,kareh.T,kareh.T,k a r e h T/¹⁵,,Peiros2004a,,False,^ k a r e h .T$,default,,k a r e h , a e h k r
1282,Mak-13_clawnail-1,,Mak,13_clawnail,ntrih,ntrih,n t r i h,,Peiros2004a,,False,^ n t r i h $,default,,n t r i h,h i n r t
1283,So-13_clawnail-1,,So,13_clawnail,cirɛh,cirɛh,c/ts i r ɛ h,,Peiros2004a,,False,^c i r ɛ h $,default,,T ts i r E h,E T h i r ts
1284,Tri-13_clawnail-1,,Tri,13_clawnail,kərɛh,kərɛh,k ə r ɛ h,,Peiros2004a,,False,^ k ə r ɛ h $,default,,k 3 r E h,3 E h k r
1285,Nyakur-13_clawnail-1,,Nyakur,13_clawnail,ŋhliəm.1,ŋhliəm.1,ŋh/ŋ̊ l iə m ¹,,Peiros2004a,,False,^ ŋh l iə m .1$,default,,Nh N l i3 m , N Nh i3 l m
1286,Mon-13_clawnail-1,,Mon,13_clawnail,saṇem,saṇem,s a ɳ e m,,Peiros2004a,,False,^ s a ṇ e m $,default,,s a n e m,a e m n s
1287,Semelai-13_clawnail-1,,Semelai,13_clawnail,cəros,cəros,c/ts ə r o s,,Peiros2004a,,False,^c ə r o s $,default,,T ts 3 r o s,3 T o r s ts
1288,SemoqBeri-13_clawnail-1,,SemoqBeri,13_clawnail,tərkɔʔ,tərkɔʔ,t ə r k ɔ ʔ,,Peiros2004a,,False,^ t ə r k ɔ ʔ $,default,,t 3 r k o 7,3 7 k o r t
1289,Kensiw-13_clawnail-1,,Kensiw,13_clawnail,kalkɔʔ,kalkɔʔ,k a l k ɔ ʔ,,Peiros2004a,,False,^ k a l k ɔ ʔ $,default,,k a l k o 7,7 a k l o
1290,Jahai-13_clawnail-1,,Jahai,13_clawnail,katɔ̃ŋ,katɔ̃ŋ,k a t ɔ̃/ɔ ŋ,,Peiros2004a,,False,^ k a t ɔ̃ ŋ $,default,,k a t o* o N,N a k o o* t
1291,JahHut-13_clawnail-1,,JahHut,13_clawnail,crwes,crwes,c/ts rw/rʷ e s,,Peiros2004a,,False,^c rw e s $,default,,T ts rw rw~ e s,T e rw rw~ s ts
1292,Semai-13_clawnail-1,,Semai,13_clawnail,cənros,cənros,c/ts ə n r o s,,Peiros2004a,,False,^c ə n r o s $,default,,T ts 3 n r o s,3 T n o r s ts
1293,Temiar-13_clawnail-1,,Temiar,13_clawnail,cɛnrɔs,cɛnrɔs,c/ts ɛ n r ɔ s,,Peiros2004a,,False,^c ɛ n r ɔ s $,default,,T ts E n r o s,E T n o r s ts
1294,Khmer-13_clawnail-1,,Khmer,13_clawnail,krəcaok,krəcaok,k r ə c ao k,,Peiros2004a,,False,^ k r ə c ao k $,default,,k r 3 T ao k,3 T ao k r
1295,KSurin-13_clawnail-1,,KSurin,13_clawnail,kcâʔ,kcâʔ,k c â/a ʔ,,Peiros2004a,,False,^ k c â ʔ $,default,,k T a a 7,7 T a k
1296,Chong-13_clawnail-1,,Chong,13_clawnail,kəthat.A,kəthat.A,k ə th/tʰ a t A/¹,,Peiros2004a,,False,^ k ə th a t .A$,default,,k 3 th th~ a t , 3 a k t th th~
1297,Kasong-13_clawnail-1,,Kasong,13_clawnail,kathrah.A,kathrah.A,k a th/tʰ r a h A/¹,,Peiros2004a,,False,^ k a th r a h .A$,default,,k a th th~ r a h , a h k r th th~
1298,Samre-13_clawnail-1,,Samre,13_clawnail,"kasrah.A, katr",kasrah.A,k a s r a h A/¹,,Peiros2004a,,False,^ k a s r a h .A$,default,,k a s r a h , a h k r s
1299,Samre-13_clawnail-2,,Samre,13_clawnail,"kasrah.A, katr",katr,k a t r,,Peiros2004a,,False,^ k a t r$,default,,k a t r,a k r t
1300,PhongV-13_clawnail-1,,PhongV,13_clawnail,kəsam.24,kəsam.24,k ə s a m ²⁴,,Peiros2004a,,False,^ k ə s a m .24 $,default,,k 3 s a m , 3 a k m s
1301,Tuum-13_clawnail-1,,Tuum,13_clawnail,sam.45,sam.45,s a m ⁴⁵,,Peiros2004a,,False,^ s a m .45 $,default,,s a m , a m s
1302,Liha-13_clawnail-1,,Liha,13_clawnail,sam.33,sam.33,s a m ³³,,Peiros2004a,,False,^ s a m .33 $,default,,s a m , a m s
1303,Cuoi-13_clawnail-1,,Cuoi,13_clawnail,sam.33,sam.33,s a m ³³,,Peiros2004a,,False,^ s a m .33 $,default,,s a m , a m s
1304,Vietnamese-13_clawnail-1,,Vietnamese,13_clawnail,móng,móng,m ó/o n g,,Peiros2004a,,False,^ m ó n g $,default,,m o o n g,g m n o
1305,MuongKoi-13_clawnail-1,,MuongKoi,13_clawnail,mɔŋ.3,mɔŋ.3,m ɔ ŋ ³,,Peiros2004a,,False,^ m ɔ ŋ .3$,default,,m o N , N m o
1306,ThoMon-13_clawnail-1,,ThoMon,13_clawnail,mɔŋ.343ʔ,mɔŋ.343ʔ,m ɔ ŋ ³⁴³ˀ/³⁴³,,Peiros2004a,,False,^ m ɔ ŋ .343ʔ $,default,,m o N , N m o
1307,Ruc-13_clawnail-1,,Ruc,13_clawnail,kəntoŋ.1,kəntoŋ.1,k ə n t o ŋ ¹,,Peiros2004a,,False,^ k ə n t o ŋ .1$,default,,k 3 n t o N , 3 N k n o t
1308,Arem-13_clawnail-1,,Arem,13_clawnail,ntâŋ,ntâŋ,n t â/a ŋ,,Peiros2004a,,False,^ n t â ŋ $,default,,n t a a N,N a n t
1309,KhaPhong-13_clawnail-1,,KhaPhong,13_clawnail,kasam.13,kasam.13,k a s a m ¹³,,Peiros2004a,,False,^ k a s a m .13 $,default,,k a s a m , a k m s
1310,Malieng-13_clawnail-1,,Malieng,13_clawnail,kasam.23,kasam.23,k a s a m ²³,,Peiros2004a,,False,^ k a s a m .23 $,default,,k a s a m , a k m s
1311,ThavungSo-13_clawnail-1,,ThavungSo,13_clawnail,ləklaj.3,ləklaj.3,l ə k l a j ³,,Peiros2004a,,False,^ l ə k l a j .3$,default,,l 3 k l a y , 3 a k l y
1312,Thavung-13_clawnail-1,,Thavung,13_clawnail,kaʔsam,kaʔsam,k a ʔ + s a m,,Peiros2004a,,False,^ k a ʔs a m $,default,,k a 7  s a m, 7 a k m s
1313,Mang-13_clawnail-1,,Mang,13_clawnail,ʔiɨ.35,ʔiɨ.35,ʔ i ɨ ³⁵,,Peiros2004a,,False,^ ʔ i ɨ .35 $,default,,7 i 3 , 3 7 i
1314,Paliu-13_clawnail-1,,Paliu,13_clawnail,mai.13,mai.13,m ai ¹³,,Peiros2004a,,False,^ m ai .13 $,default,,m ai , ai m
1315,Bugan-13_clawnail-1,,Bugan,13_clawnail,mi.33 tie.31,mi.33 tie.31,m i ³³ + t ie ³¹,,Peiros2004a,,False,^ m i .33 + t ie .31 $,default,,m i   t ie , i ie m t
1316,Khmu-13_clawnail-1,,Khmu,13_clawnail,təmhmɔŋ,təmhmɔŋ,t ə mh/m̥ m ɔ ŋ,,Peiros2004a,,False,^ t ə mh m ɔ ŋ $,default,,t 3 mh m m o N,3 N m mh o t
1317,KxinhMul-13_clawnail-1,,KxinhMul,13_clawnail,muəŋ.32 suəŋ.45,muəŋ.32 suəŋ.45,m uə ŋ ³² + s uə ŋ ⁴⁵,,Peiros2004a,,False,^ m uə ŋ .32 + s uə ŋ .45 $,default,,m u3 N   s u3 N , N m s u3
1318,Ksinmul-13_clawnail-1,,Ksinmul,13_clawnail,moŋ suəŋ,moŋ suəŋ,m o ŋ + s uə ŋ,,Peiros2004a,,False,^ m o ŋ + s uə ŋ $,default,,m o N  s u3 N, N m o s u3
1319,Khang-13_clawnail-1,,Khang,13_clawnail,kɔ.32 pɔl.32,kɔ.32 pɔl.32,k ɔ ³² + p ɔ l ³²,,Peiros2004a,,False,^ k ɔ .32 + p ɔ l .32 $,default,,k o   p o l , k l o p
1320,Bit-13_clawnail-1,,Bit,13_clawnail,tamsoŋ,tamsoŋ,t a m + s o ŋ,,Peiros2004a,,False,^ t a ms o ŋ $,default,,t a m  s o N, N a m o s t
1321,Mlabri-13_clawnail-1,,Mlabri,13_clawnail,kur wɛt,kur wɛt,k u r + w ɛ t,,Peiros2004a,,False,^ k u r + w ɛ t $,default,,k u r  w E t, E k r t u w
1322,Pray-13_clawnail-1,,Pray,13_clawnail,ŋkhɛr,ŋkhɛr,ŋ kh/kʰ ɛ r,,Peiros2004a,,False,^ ŋ kh ɛ r$,default,,N kh kh~ E r,E N kh kh~ r
1323,Phong-13_clawnail-1,,Phong,13_clawnail,kir,kir,k i r,,Peiros2004a,,False,^ k i r$,default,,k i r,i k r
1324,Iduh-13_clawnail-1,,Iduh,13_clawnail,ha(1)ŋkâr,haŋkâr,h a ŋ k â/a r,,Peiros2004a,,False,^ h a ŋ k â r$,default,,h a N k a a r,N a h k r
1325,Hu-13_clawnail-1,,Hu,13_clawnail,nim.55,nim.55,n i m ⁵⁵,,Peiros2004a,,False,^ n i m .55 $,default,,n i m , i m n
1326,Khamet-13_clawnail-1,,Khamet,13_clawnail,sim.13,sim.13,s i m ¹³,,Peiros2004a,,False,^ s i m .13 $,default,,s i m , i m s
1327,Khme-13_clawnail-1,,Khme,13_clawnail,ʔa.31 hɔn.31 ka,ʔa.31 hɔn.31 ka,ʔ a ³¹ + h ɔ n ³¹ + k a,,Peiros2004a,,False,^ ʔ a .31 + h ɔ n .31 + k a $,default,,7 a   h o n   k a, 7 a h k n o
1328,Shuangdiang-13_clawnail-1,,Shuangdiang,13_clawnail,ʒ́hip.33,ʒ́hip.33,ʒ́h/dʒʰ i p ³³,,Peiros2004a,,False,^ʒ́h i p .33 $,default,,Zh dZh~ i p , Zh dZh~ i p
1329,Yongde-13_clawnail-1,,Yongde,13_clawnail,thep.31,thep.31,th/tʰ e p ³¹,,Peiros2004a,,False,^ th e p .31 $,default,,th th~ e p , e p th th~
1330,Pangpin-13_clawnail-1,,Pangpin,13_clawnail,ʒhip.55,ʒhip.55,ʒh/dʑʰ i p ⁵⁵,,Peiros2004a,,False,^ ʒh i p .55 $,default,,Zh dZh~ i p , Zh dZh~ i p
1331,Gantang-13_clawnail-1,,Gantang,13_clawnail,šip.31 thi.51,šip.31 thi.51,ʃ i p ³¹ + th/tʰ i ⁵¹,,Peiros2004a,,False,^ š i p .31 + th i .51 $,default,,S i p   th th~ i , S i p th th~
1332,Mangan-13_clawnail-1,,Mangan,13_clawnail,ŋəsip.55 thi.51,ŋəsip.55 thi.51,ŋ ə s i p ⁵⁵ + th/tʰ i ⁵¹,,Peiros2004a,,False,^ ŋ ə s i p .55 + th i .51 $,default,,N 3 s i p   th th~ i , 3 N i p s th th~
1333,Plang-13_clawnail-1,,Plang,13_clawnail,ka.31 him.33,ka.31 him.33,k a ³¹ + h i m ³³,,Peiros2004a,,False,^ k a .31 + h i m .33 $,default,,k a   h i m , a h i k m
1334,Wa-13_clawnail-1,,Wa,13_clawnail,ŋhim,ŋhim,ŋh/ŋ̊ i m,,Peiros2004a,,False,^ ŋh i m $,default,,Nh N i m,N Nh i m
1335,Guanshuang-13_clawnail-1,,Guanshuang,13_clawnail,mhiam.1,mhiam.1,mh/m̥ ia m ¹,,Peiros2004a,,False,^mh ia m .1$,default,,mh m ia m , ia m mh
1336,Mane-13_clawnail-1,,Mane,13_clawnail,ŋhim.35,ŋhim.35,ŋh/ŋ̊ i m ³⁵,,Peiros2004a,,False,^ ŋh i m .35 $,default,,Nh N i m , N Nh i m
1337,Deang-13_clawnail-1,,Deang,13_clawnail,rhim,rhim,rh/rʰ i m,,Peiros2004a,,False,^rh i m $,default,,rh rh~ i m,i m rh rh~
1338,Rumai-13_clawnail-1,,Rumai,13_clawnail,khim.412,khim.412,kh/kʰ i m ⁴¹²,,Peiros2004a,,False,^ kh i m .412 $,default,,kh kh~ i m , i kh kh~ m
1339,Khasi-13_clawnail-1,,Khasi,13_clawnail,tyrsim,tyrsim,t y r s i m,,Peiros2004a,,False,^ t y rs i m $,default,,t i r s i m,i m r s t
1340,Kharia-13_clawnail-1,,Kharia,13_clawnail,ram'aḍ,ram'aḍ,r a m a ḍ/ɖ,,Peiros2004a,,False,^r a m ' a ḍ $,default,,r a m a d d,a d m r
1341,Juang-13_clawnail-1,,Juang,13_clawnail,noko,noko,n o k o,,Peiros2004a,,True,^ n o k o $,default,IND,n o k o,k n o
1342,Bonda-13_clawnail-1,,Bonda,13_clawnail,krimei,krimei,k r i m ei,,Peiros2004a,,False,^ k r i m ei $,default,,k r i m ei,ei i k m r
1343,Sora-13_clawnail-1,,Sora,13_clawnail,kar,kar,k a r,,Peiros2004a,,False,^ k a r$,default,,k a r,a k r
1344,Parengi-13_clawnail-1,,Parengi,13_clawnail,ruaj,ruaj,r ua j,,Peiros2004a,,False,^r ua j $,default,,r ua y,r ua y
1345,Santali-13_clawnail-1,,Santali,13_clawnail,rama,rama,r a m a,,Peiros2004a,,False,^r a m a $,default,,r a m a,a m r
1346,Mundari-13_clawnail-1,,Mundari,13_clawnail,rama,rama,r a m a,,Peiros2004a,,False,^r a m a $,default,,r a m a,a m r
1347,Car-13_clawnail-1,,Car,13_clawnail,kin-sɔh,kin-sɔh,k i n + s ɔ h,,Peiros2004a,,False,^ k i n - s ɔ h $,default,,k i n  s o h, h i k n o s
1348,Nancawri-13_clawnail-1,,Nancawri,13_clawnail,kisuáh,kisuáh,k i s u á/a h,,Peiros2004a,,False,^ k i s u á h $,default,,k i s u a a h,a h i k s u
1349,KxinhMul-13_clawnail-2,,KxinhMul,13_clawnail,muəŋ.32 suəŋ.45,muəŋ.32 suəŋ.45,m uə ŋ ³² + s uə ŋ ⁴⁵,,Peiros2004a,,False,^ m uə ŋ .32 + s uə ŋ .45 $,default,,m u3 N   s u3 N , N m s u3
1350,Ksinmul-13_clawnail-2,,Ksinmul,13_clawnail,moŋ suəŋ,moŋ suəŋ,m o ŋ + s uə ŋ,,Peiros2004a,,False,^ m o ŋ + s uə ŋ $,default,,m o N  s u3 N, N m o s u3
1351,Bit-13_clawnail-2,,Bit,13_clawnail,tamsoŋ,tamsoŋ,t a m + s o ŋ,,Peiros2004a,,False,^ t a ms o ŋ $,default,,t a m  s o N, N a m o s t
1352,Stieng-14_cloud-1,,Stieng,14_cloud,tok,tok,t o k,,Peiros2004a,,False,^ t o k $,default,,t o k,k o t
1353,Chrau-14_cloud-1,,Chrau,14_cloud,tuʔ,tuʔ,t u ʔ,,Peiros2004a,,False,^ t u ʔ $,default,,t u 7,7 t u
1354,MRolom-14_cloud-1,,MRolom,14_cloud,tuk,tuk,t u k,,Peiros2004a,,False,^ t u k $,default,,t u k,k t u
1355,MBunong-14_cloud-1,,MBunong,14_cloud,ndor,ndor,nd/ⁿd o r,,Peiros2004a,,False,^ nd o r$,default,,nd nd o r,nd o r
1356,MDip-14_cloud-1,,MDip,14_cloud,tuk,tuk,t u k,,Peiros2004a,,False,^ t u k $,default,,t u k,k t u
1357,Ma2-14_cloud-1,,Ma2,14_cloud,toʔ,toʔ,t o ʔ,,Peiros2004a,,False,^ t o ʔ $,default,,t o 7,7 o t
1358,Sre-14_cloud-1,,Sre,14_cloud,mhwal,mhwal,mhw/m̥ʷ a l,,Peiros2004a,,False,^mhw a l $,default,,mhw mw~ a l,a l mhw mw~
1359,KahoChil-14_cloud-1,,KahoChil,14_cloud,sənto,sənto,s ə n t o,,Peiros2004a,,False,^ s ə n t o $,default,,s 3 n t o,3 n o s t
1360,KorCua-14_cloud-1,,KorCua,14_cloud,kluk,kluk,k l u k,,Peiros2004a,,False,^ k l u k $,default,,k l u k,k l u
1361,Kadong-14_cloud-1,,Kadong,14_cloud,maŋ luŋ,maŋ luŋ,m a ŋ + l u ŋ,,Peiros2004a,,False,^ m a ŋ + l u ŋ $,default,,m a N  l u N, N a l m u
1362,Hadang-14_cloud-1,,Hadang,14_cloud,nwak,nwak,n w a k,,Peiros2004a,,False,^ n w a k $,default,,n w a k,a k n w
1363,Hre-14_cloud-1,,Hre,14_cloud,jok.L,jok.L,j o k L/⁵⁵,,Peiros2004a,,False,^ j o k .L$,default,,y o k , k o y
1364,Rengao-14_cloud-1,,Rengao,14_cloud,juk.L,juk.L,j u k L/⁵⁵,,Peiros2004a,,False,^ j u k .L$,default,,y u k , k u y
1365,Didra-14_cloud-1,,Didra,14_cloud,jok,jok,j o k,,Peiros2004a,,False,^ j o k $,default,,y o k,k o y
1366,Sedang-14_cloud-1,,Sedang,14_cloud,sɔk.L,sɔk.L,s ɔ k L/⁵⁵,,Peiros2004a,,False,^ s ɔ k .L$,default,,s o k , k o s
1367,Panong-14_cloud-1,,Panong,14_cloud,ʒuʔ,ʒuʔ,dʑ u ʔ,,Peiros2004a,,False,^ ʒ u ʔ $,default,,dZ u 7,7 dZ u
1368,Halang-14_cloud-1,,Halang,14_cloud,sik suk,sik suk,s i k + s u k,,Peiros2004a,,False,^ s i k + s u k $,default,,s i k  s u k, i k s u
1369,Jeh-14_cloud-1,,Jeh,14_cloud,kəsok.L,kəsok.L,k ə s o k L/⁵⁵,,Peiros2004a,,False,^ k ə s o k .L$,default,,k 3 s o k , 3 k o s
1370,Veh-14_cloud-1,,Veh,14_cloud,kəluk,kəluk,k ə l u k,,Peiros2004a,,True,^ k ə l u k $,default,KATU,k 3 l u k,3 k l u
1371,Je-14_cloud-1,,Je,14_cloud,phaw.33,phaw.33,ph/pʰ a w ³³,,Peiros2004a,,False,^ ph a w .33 $,default,,ph ph~ a w , a ph ph~ w
1372,Arak-14_cloud-1,,Arak,14_cloud,ʔum muk,ʔum muk,ʔ u m + m u k,,Peiros2004a,,True,^ ʔ u m + m u k $,default,T,7 u m  m u k, 7 k m u
1373,Bahnar-14_cloud-1,,Bahnar,14_cloud,həməl,həməl,h ə m ə l,,Peiros2004a,,False,^ h ə m ə l $,default,,h 3 m 3 l,3 h l m
1374,Tempuan-14_cloud-1,,Tempuan,14_cloud,kamɔl,kamɔl,k a m ɔ l,,Peiros2004a,,False,^ k a m ɔ l $,default,,k a m o l,a k l m o
1375,Nhaheun-14_cloud-1,,Nhaheun,14_cloud,ɲuək,ɲuək,ɲ uə k,,Peiros2004a,,False,^ ɲ uə k $,default,,5 u3 k,5 k u3
1376,Jru-14_cloud-1,,Jru,14_cloud,hməl,hməl,h m ə l,,Peiros2004a,,False,^ h m ə l $,default,,h m 3 l,3 h l m
1377,Tariang-14_cloud-1,,Tariang,14_cloud,təluk,təluk,t ə l u k,,Peiros2004a,,True,^ t ə l u k $,default,KATU,t 3 l u k,3 k l t u
1378,Kantu-14_cloud-1,,Kantu,14_cloud,ʔalut,ʔalut,ʔ a l u t,,Peiros2004a,,False,^ ʔ a l u t $,default,,7 a l u t,7 a l t u
1379,Katu-14_cloud-1,,Katu,14_cloud,dəluk,dəluk,d ə l u k,,Peiros2004a,,False,^ d ə l u k $,default,,d 3 l u k,3 d k l u
1380,Dakkang-14_cloud-1,,Dakkang,14_cloud,təluk,təluk,t ə l u k,,Peiros2004a,,False,^ t ə l u k $,default,,t 3 l u k,3 k l t u
1381,LaoKatu-14_cloud-1,,LaoKatu,14_cloud,lut,lut,l u t,,Peiros2004a,,False,^ l u t $,default,,l u t,l t u
1382,Pakoh-14_cloud-1,,Pakoh,14_cloud,ʔəluat.L,ʔəluat.L,ʔ ə l ua t L/⁵⁵,,Peiros2004a,,False,^ ʔ ə l ua t .L$,default,,7 3 l ua t , 3 7 l t ua
1383,Taoih-14_cloud-1,,Taoih,14_cloud,aluk,aluk,a l u k,,Peiros2004a,,False,^ a l u k $,default,,a l u k,a k l u
