,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU,asjp_forms,asjp_segs
1443,Rama-61_montana-1,,Rama,61_montana,ta:sup,ta:sup,t aː s u p,,Constenla2005,768,,^ t a: s u p $,Rama,,t a s u p,a p s t u
1444,MalekuJaika-61_montana-1,,MalekuJaika,61_montana,okteki:,okteki:,o k t e k iː,,Constenla2005,769,,^ o k t e k i: $,MalekuJaika,,o k t e k i,e i k o t
1445,Boruca-61_montana-1,,Boruca,61_montana,dʒàbáʔtáŋ,dʒàbáʔtáŋ,dʒ à/a b á/a ʔ t á/a ŋ,,Constenla2005,770,,^ dʒ à b á ʔ t á ŋ $,Boruca,,dZ a a b a a 7 t a a N,7 N a b dZ t
1446,Bribri-61_montana-1,,Bribri,61_montana,kã̂ batà,kã̂ batà,k ã̂/ã + b a t à/a,,Constenla2005,771,,^ k ã̂ + b a t à $,Bribri,c,k a* a*  b a t a a, a a* b k t
1447,Cabecar-61_montana-1,,Cabecar,61_montana,kã́ batà,kã́ batà,k ã́/ã + b a t à/a,,Constenla2005,771,,^ k ã́ + b a t à $,Cabecar,c,k a* a*  b a t a a, a a* b k t
1448,Teribe-61_montana-1,,Teribe,61_montana,dɺùb,dɺùb,d ɺ ù/u b,,Constenla2005,772,,^ d ɺ ù b $,Teribe,,d L u u b,L b d u
1449,Ngabere-61_montana-1,,Ngabere,61_montana,ŋutio,ŋutio,ŋ u t i o,,Constenla2005,773,,^ ŋ u t i o $,Ngabere,,N u t i o,N i o t u
1450,Buglere-61_montana-1,,Buglere,61_montana,hwitʃuga,hwitʃuga,h w i tʃ u g a,,Constenla2005,774,,^ h w i tʃ u g a $,Buglere,d,h w i tS u g a,a g h i tS u w
1451,Dorasque-61_montana-1,,Dorasque,61_montana,tuú,tuú,t u ú/u,,Constenla2005,775,,^ t u ú $,Dorasque,,t u u u,t u
1452,SanBlasKuna-61_montana-1,,SanBlasKuna,61_montana,jala,jala,j a l a,,Constenla2005,776,,^ j a l a $,SanBlasKuna,,y a l a,a l y
1453,Cogui-61_montana-1,,Cogui,61_montana,ge'ka,ge'ka,g e 'k/k a,,Constenla2005,777,,^ g e 'k a $,Cogui,,g e k a,a e g k
1454,Arhuaco-61_montana-1,,Arhuaco,61_montana,'gwiɾkənɨ,'gwiɾkənɨ,'g/g w i ɾ k ə n ɨ,,Constenla2005,774,,^ 'g w i ɾ k ə n ɨ $,Arhuaco,d,g w i r k 3 n 3,3 g i k n r w
1455,Malayo-61_montana-1,,Malayo,61_montana,ʃimu'rua,ʃimu'rua,ʃ i m 'u/u r u a,,Constenla2005,778,,^ ʃ i m u' r u a $,Malayo,,S i m u r u a,S a i m r u
1456,Chimila-61_montana-1,,Chimila,61_montana,ittikoŋkɾa,ittikoŋkɾa,i t i k o ŋ k ɾ a,,Constenla2005,779,,^ i tt i k o ŋ k ɾ a $,Chimila,,i t i k o N k r a,N a i k o r t
1457,Chibcha-61_montana-1,,Chibcha,61_montana,ɣua,ɣua,ɣ u a,,Constenla2005,774,,^ ɣ u a $,Chibcha,d,x u a,a u x
1458,CentralTunebo-61_montana-1,,CentralTunebo,61_montana,'kubaɾa,'kubaɾa,'k/k u b a ɾ a,,Constenla2005,780,,^ 'k u b a ɾ a $,CentralTunebo,,k u b a r a,a b k r u
1459,Bari-61_montana-1,,Bari,61_montana,ɲena,ɲena,ɲ e n a,,Constenla2005,781,,^ ɲ e n a $,Bari,,5 e n a,5 a e n
1460,LencaSalvador-62_morder-1,,LencaSalvador,62_morder,ti,ti,t i,,Constenla2005,782,,^ t i $,LencaSalvador,,t i,i t
1461,LencaHonduras-62_morder-1,,LencaHonduras,62_morder,kaj,kaj,k a j,,Constenla2005,783,,^ k a j $,LencaHonduras,a,k a y,a k y
1462,Cacaopera-62_morder-1,,Cacaopera,62_morder,api,api,a p i,,Constenla2005,784,,^ a p i $,Cacaopera,,a p i,a i p
1463,Mayangna-62_morder-1,,Mayangna,62_morder,kas,kas,k a s,,Constenla2005,783,,^ k a s $,Mayangna,a,k a s,a k s
1464,Ulwa-62_morder-1,,Ulwa,62_morder,kas,kas,k a s,,Constenla2005,783,,^ k a s $,Ulwa,a,k a s,a k s
1465,Miskito-62_morder-1,,Miskito,62_morder,sam,sam,s a m,,Constenla2005,785,,^ s a m $,Miskito,,s a m,a m s
1466,Pech-62_morder-1,,Pech,62_morder,sáhkɾàh,sáhkɾàh,s á/a h k ɾ à/a h,,Constenla2005,786,,^ s á h k ɾ à h $,Pech,,s a a h k r a a h,a h k r s
1467,Rama-62_morder-1,,Rama,62_morder,aɾŋul,aɾŋul,a ɾ ŋ u l,,Constenla2005,787,,^ a ɾ ŋ u l $,Rama,,a r N u l,N a l r u
1468,MalekuJaika-62_morder-1,,MalekuJaika,62_morder,tʃiu:,tʃiu:,tʃ i uː,,Constenla2005,788,,^ tʃ i u: $,MalekuJaika,,tS i u,i tS u
1469,Boruca-62_morder-1,,Boruca,62_morder,túʔ,túʔ,t ú/u ʔ,,Constenla2005,789,,^ t ú ʔ $,Boruca,,t u u 7,7 t u
1470,Bribri-62_morder-1,,Bribri,62_morder,kʊ,kʊ,k ʊ,,Constenla2005,790,,^ k ʊ $,Bribri,b,k u,k u
1471,Cabecar-62_morder-1,,Cabecar,62_morder,kʊ,kʊ,k ʊ,,Constenla2005,790,,^ k ʊ $,Cabecar,b,k u,k u
1472,Teribe-62_morder-1,,Teribe,62_morder,uɪ́,uɪ́,u ɪ́/ɪ,,Constenla2005,791,,^ u ɪ́ $,Teribe,,u i i,i u
1473,Ngabere-62_morder-1,,Ngabere,62_morder,kwet,kwet,k w e t,,Constenla2005,792,,^ k w e t $,Ngabere,c,k w e t,e k t w
1474,Buglere-62_morder-1,,Buglere,62_morder,gute,gute,g u t e,,Constenla2005,792,,^ g u t e $,Buglere,c,g u t e,e g t u
1475,SanBlasKuna-62_morder-1,,SanBlasKuna,62_morder,kunn,kunn,k u n,,Constenla2005,792,,^ k u nn $,SanBlasKuna,c,k u n,k n u
1476,Cogui-62_morder-1,,Cogui,62_morder,hau'lihiĩ,hau'lihiĩ,h a u 'l/l i h i ĩ,,Constenla2005,794,,^ h a u 'l i h i ĩ $,Cogui,,h a u l i h i i*,a h i i* l u
1477,Arhuaco-62_morder-1,,Arhuaco,62_morder,kə'kus,kə'kus,k ə 'k/k u s,,Constenla2005,795,,^ k ə 'k u s $,Arhuaco,,k 3 k u s,3 k s u
1478,Malayo-62_morder-1,,Malayo,62_morder,ʒangaka,ʒangaka,ʒ a n g a k a,,Constenla2005,796,,^ ʒ a n g a k a $,Malayo,,Z a n g a k a,Z a g k n
1479,Chimila-62_morder-1,,Chimila,62_morder,ɾa:gwa,ɾa:gwa,ɾ aː g w a,,Constenla2005,797,,^ ɾ a: g w a $,Chimila,,r a g w a,a g r w
1480,Chibcha-62_morder-1,,Chibcha,62_morder,ka,ka,k a,,Constenla2005,783,,^ k a $,Chibcha,a,k a,a k
1481,CentralTunebo-62_morder-1,,CentralTunebo,62_morder,'koʔ,'koʔ,'k/k o ʔ,,Constenla2005,790,,^ 'k o ʔ $,CentralTunebo,b,k o 7,7 k o
1482,Bari-62_morder-1,,Bari,62_morder,ko,ko,k o,,Constenla2005,790,,^ k o $,Bari,b,k o,k o
1483,LencaSalvador-63_mujer-1,,LencaSalvador,63_mujer,sija,sija,s i j a,,Constenla2005,798,,^ s i j a $,LencaSalvador,,s i y a,a i s y
1484,LencaHonduras-63_mujer-1,,LencaHonduras,63_mujer,mop,mop,m o p,,Constenla2005,799,,^ m o p $,LencaHonduras,,m o p,m o p
1485,Cacaopera-63_mujer-1,,Cacaopera,63_mujer,juara,juara,j u a r a,,Constenla2005,800,,^ j u a r a $,Cacaopera,a,y u a r a,a r u y
1486,Mayangna-63_mujer-1,,Mayangna,63_mujer,jal,jal,j a l,,Constenla2005,800,,^ j a l $,Mayangna,a,y a l,a l y
1487,Ulwa-63_mujer-1,,Ulwa,63_mujer,jal,jal,j a l,,Constenla2005,800,,^ j a l $,Ulwa,a,y a l,a l y
1488,Miskito-63_mujer-1,,Miskito,63_mujer,majrin,majrin,m a j r i n,,Constenla2005,801,,^ m a j r i n $,Miskito,b,m a y r i n,a i m n r y
1489,Pech-63_mujer-1,,Pech,63_mujer,kóɾtà,kóɾtà,k ó/o ɾ t à/a,,Constenla2005,802,,^ k ó ɾ t à $,Pech,c,k o o r t a a,a k o r t
1490,Rama-63_mujer-1,,Rama,63_mujer,kuma:,kuma:,k u m aː,,Constenla2005,803,,^ k u m a: $,Rama,,k u m a,a k m u
1491,MalekuJaika-63_mujer-1,,MalekuJaika,63_mujer,kuɾi:xuɾi:,kuɾi:xuɾi:,k u ɾ iː x u ɾ iː,,Constenla2005,802,,^ k u ɾ i: x u ɾ i: $,MalekuJaika,c,k u r i x u r i,i k r u x
1492,Boruca-63_mujer-1,,Boruca,63_mujer,ɾamɾóxk,ɾamɾóxk,ɾ a m ɾ ó/o x k,,Constenla2005,804,,^ ɾ a m ɾ ó x k $,Boruca,ch,r a m r o o x k,a k m o r x
1493,Bribri-63_mujer-1,,Bribri,63_mujer,aɺá-kʊ̀ɺ,aɺá-kʊ̀ɺ,a ɺ á/a + k ʊ̀/ʊ ɺ,,Constenla2005,804,,^ a ɺ á - k ʊ̀ ɺ $,Bribri,ch,a L a a  k u u L, L a k u
1494,Cabecar-63_mujer-1,,Cabecar,63_mujer,aɺâ-kɺʊ̀,aɺâ-kɺʊ̀,a ɺ â/a + k ɺ ʊ̀/ʊ,,Constenla2005,804,,^ a ɺ â - k ɺ ʊ̀ $,Cabecar,ch,a L a a  k L u u, L a k u
1495,Teribe-63_mujer-1,,Teribe,63_mujer,uàɺɪ́,uàɺɪ́,u à/a ɺ ɪ́/ɪ,,Constenla2005,805,,^ u à ɺ ɪ́ $,Teribe,,u a a L i i,L a i u
1496,Ngabere-63_mujer-1,,Ngabere,63_mujer,meɾi,meɾi,m e ɾ i,,Constenla2005,801,,^ m e ɾ i $,Ngabere,b,m e r i,e i m r
1497,Buglere-63_mujer-1,,Buglere,63_mujer,mũĩŋa,mũĩŋa,m ũ ĩ ŋ a,,Constenla2005,806,,^ m ũ ĩ ŋ a $,Buglere,,m u* i* N a,N a i* m u*
1498,Dorasque-63_mujer-1,,Dorasque,63_mujer,biá,biá,b i á/a,,Constenla2005,807,,^ b i á $,Dorasque,e,b i a a,a b i
1499,SanBlasKuna-63_mujer-1,,SanBlasKuna,63_mujer,ome,ome,o m e,,Constenla2005,808,,^ o m e $,SanBlasKuna,,o m e,e m o
1500,Cogui-63_mujer-1,,Cogui,63_mujer,'munʒi,'munʒi,'m/m u n ʒ i,,Constenla2005,809,,^ 'm u n ʒ i $,Cogui,d,m u n Z i,Z i m n u
1501,Arhuaco-63_mujer-1,,Arhuaco,63_mujer,aʔ'mia,aʔ'mia,a ʔ 'm/m i a,,Constenla2005,810,,^ a ʔ 'm i a $,Arhuaco,,a 7 m i a,7 a i m
1502,Malayo-63_mujer-1,,Malayo,63_mujer,'mena,'mena,'m/m e n a,,Constenla2005,801,,^ 'm e n a $,Malayo,b,m e n a,a e m n
1503,Chimila-63_mujer-1,,Chimila,63_mujer,dʒuwiɾi,dʒuwiɾi,dʒ u w i ɾ i,,Constenla2005,811,,^ dʒ u w i ɾ i $,Chimila,,dZ u w i r i,dZ i r u w
1504,Chibcha-63_mujer-1,,Chibcha,63_mujer,βuhutʲa,βuhutʲa,β u h u tʲ a,,Constenla2005,809,,^ β u h u tʲ a $,Chibcha,d,b u h u ty~ a,a b h ty~ u
1505,CentralTunebo-63_mujer-1,,CentralTunebo,63_mujer,wi'wa,wi'wa,w i 'w/w a,,Constenla2005,812,,^ w i 'w a $,CentralTunebo,,w i w a,a i w
1506,Bari-63_mujer-1,,Bari,63_mujer,bio,bio,b i o,,Constenla2005,807,,^ b i o $,Bari,e,b i o,b i o
1507,LencaSalvador-64_nariz-1,,LencaSalvador,64_nariz,nepkuɾu,nepkuɾu,n e p k u ɾ u,,Constenla2005,813,,^ n e p k u ɾ u $,LencaSalvador,a,n e p k u r u,e k n p r u
1508,LencaHonduras-64_nariz-1,,LencaHonduras,64_nariz,nepsek,nepsek,n e p s e k,,Constenla2005,813,,^ n e p s e k $,LencaHonduras,a,n e p s e k,e k n p s
1509,Cacaopera-64_nariz-1,,Cacaopera,64_nariz,namn,namn,n a m n,,Constenla2005,813,,^ n a m n $,Cacaopera,a,n a m n,a m n
1510,Mayangna-64_nariz-1,,Mayangna,64_nariz,nam,nam,n a m,,Constenla2005,813,,^ n a m $,Mayangna,a,n a m,a m n
1511,Ulwa-64_nariz-1,,Ulwa,64_nariz,nantak,nantak,n a n t a k,,Constenla2005,813,,^ n a n t a k $,Ulwa,a,n a n t a k,a k n t
1512,Miskito-64_nariz-1,,Miskito,64_nariz,kakma,kakma,k a k m a,,Constenla2005,814,,^ k a k m a $,Miskito,,k a k m a,a k m
1513,Pech-64_nariz-1,,Pech,64_nariz,tã́jsá,tã́jsá,t ã́/ã j s á/a,,Constenla2005,813,,^ t ã́ j s á $,Pech,a,t a* a* y s a a,a a* s t y
1514,Rama-64_nariz-1,,Rama,64_nariz,taik,taik,t a i k,,Constenla2005,813,,^ t a i k $,Rama,a,t a i k,a i k t
1515,MalekuJaika-64_nariz-1,,MalekuJaika,64_nariz,tai:ki,tai:ki,t a iː k i,,Constenla2005,813,,^ t a i: k i $,MalekuJaika,a,t a i k i,a i k t
1516,Boruca-64_nariz-1,,Boruca,64_nariz,ʃìská,ʃìská,ʃ ì/i s k á/a,,Constenla2005,815,,^ ʃ ì s k á $,Boruca,,S i i s k a a,S a i k s
1517,Bribri-64_nariz-1,,Bribri,64_nariz,dʒɪ̂k,dʒɪ̂k,dʒ ɪ̂/ɪ k,,Constenla2005,813,,^ dʒ ɪ̂ k $,Bribri,a,dZ i i k,dZ i k
1518,Cabecar-64_nariz-1,,Cabecar,64_nariz,dʒík,dʒík,dʒ í/i k,,Constenla2005,813,,^ dʒ í k $,Cabecar,a,dZ i i k,dZ i k
1519,Teribe-64_nariz-1,,Teribe,64_nariz,nékuò,nékuò,n é/e k u ò/o,,Constenla2005,813,,^ n é k u ò $,Teribe,a,n e e k u o o,e k n o u
1520,Ngabere-64_nariz-1,,Ngabere,64_nariz,ĩsɔ̃,ĩsɔ̃,ĩ s ɔ̃,,Constenla2005,816,,^ ĩ s ɔ̃ $,Ngabere,,i* s o*,i* o* s
1521,Buglere-64_nariz-1,,Buglere,64_nariz,se,se,s e,,Constenla2005,817,,^ s e $,Buglere,,s e,e s
1522,Dorasque-64_nariz-1,,Dorasque,64_nariz,nekó,nekó,n e k ó/o,,Constenla2005,813,,^ n e k ó $,Dorasque,a,n e k o o,e k n o
1523,SanBlasKuna-64_nariz-1,,SanBlasKuna,64_nariz,asu,asu,a s u,,Constenla2005,818,,^ a s u $,SanBlasKuna,,a s u,a s u
1524,Cogui-64_nariz-1,,Cogui,64_nariz,hũ'nũkala,hũ'nũkala,h ũ 'n/n ũ k a l a,,Constenla2005,819,,^ h ũ 'n ũ k a l a $,Cogui,,h u* n u* k a l a,a h k l n u*
1525,Arhuaco-64_nariz-1,,Arhuaco,64_nariz,mi'suŋɨ,mi'suŋɨ,m i 's/s u ŋ ɨ,,Constenla2005,820,,^ m i 's u ŋ ɨ $,Arhuaco,b,m i s u N 3,3 N i m s u
1526,Malayo-64_nariz-1,,Malayo,64_nariz,mĩʃu'a,mĩʃu'a,m ĩ ʃ 'u/u a,,Constenla2005,821,,^ m ĩ ʃ u' a $,Malayo,,m i* S u a,S a i* m u
1527,Chimila-64_nariz-1,,Chimila,64_nariz,da:,da:,d aː,,Constenla2005,813,,^ d a: $,Chimila,a,d a,a d
1528,Chibcha-64_nariz-1,,Chibcha,64_nariz,saka,saka,s a k a,,Constenla2005,813,,^ s a k a $,Chibcha,a,s a k a,a k s
1529,CentralTunebo-64_nariz-1,,CentralTunebo,64_nariz,'reʃa,'reʃa,'r/r e ʃ a,,Constenla2005,813,,^ 'r e ʃ a $,CentralTunebo,a,r e S a,S a e r
1530,Bari-64_nariz-1,,Bari,64_nariz,nissa,nissa,n i s a,,Constenla2005,813,,^ n i ss a $,Bari,a,n i s a,a i n s
1531,LencaSalvador-65_negro-1,,LencaSalvador,65_negro,sinka,sinka,s i n k a,,Constenla2005,822,,^ s i n k a $,LencaSalvador,a,s i n k a,a i k n s
1532,LencaHonduras-65_negro-1,,LencaHonduras,65_negro,siɾi,siɾi,s i ɾ i,,Constenla2005,822,,^ s i ɾ i $,LencaHonduras,a,s i r i,i r s
1533,Cacaopera-65_negro-1,,Cacaopera,65_negro,mulka,mulka,m u l k a,,Constenla2005,823,,^ m u l k a $,Cacaopera,,m u l k a,a k l m u
1534,Mayangna-65_negro-1,,Mayangna,65_negro,sa:ni,sa:ni,s aː n i,,Constenla2005,824,,^ s a: n i $,Mayangna,b,s a n i,a i n s
1535,Ulwa-65_negro-1,,Ulwa,65_negro,baraska,baraska,b a r a s k a,,Constenla2005,825,,^ b a r a s k a $,Ulwa,c,b a r a s k a,a b k r s
1536,Miskito-65_negro-1,,Miskito,65_negro,siksa,siksa,s i k s a,,Constenla2005,822,,^ s i k s a $,Miskito,a,s i k s a,a i k s
1537,Pech-65_negro-1,,Pech,65_negro,sã̀wnkwa,sã̀wnkwa,s ã̀/ã w n k w a,,Constenla2005,826,,^ s ã̀ w n k w a $,Pech,,s a* a* w n k w a,a a* k n s w
1538,Rama-65_negro-1,,Rama,65_negro,paɾŋa,paɾŋa,p a ɾ ŋ a,,Constenla2005,825,,^ p a ɾ ŋ a $,Rama,c,p a r N a,N a p r
1539,MalekuJaika-65_negro-1,,MalekuJaika,65_negro,utʃu:li iŋa:,utʃu:li iŋa:,u tʃ uː l i + i ŋ aː,,Constenla2005,827,,^ u tʃ u: l i + i ŋ a: $,MalekuJaika,,u tS u l i  i N a, N a i l tS u
1540,Boruca-65_negro-1,,Boruca,65_negro,tùɾìnát,tùɾìnát,t ù/u ɾ ì/i n á/a t,,Constenla2005,828,,^ t ù ɾ ì n á t $,Boruca,,t u u r i i n a a t,a i n r t u
1541,Bribri-65_negro-1,,Bribri,65_negro,daɺǒɺǒ,daɺǒɺǒ,d a ɺ ǒ/o ɺ ǒ/o,,Constenla2005,829,,^ d a ɺ ǒ ɺ ǒ $,Bribri,ch,d a L o o L o o,L a d o
1542,Cabecar-65_negro-1,,Cabecar,65_negro,doɺódã̀,doɺódã̀,d o ɺ ó/o d ã̀/ã,,Constenla2005,829,,^ d o ɺ ó d ã̀ $,Cabecar,ch,d o L o o d a* a*,L a* d o
1543,Teribe-65_negro-1,,Teribe,65_negro,sòksĩ́,sòksĩ́,s ò/o k s ĩ́/ĩ,,Constenla2005,830,,^ s ò k s ĩ́ $,Teribe,,s o o k s i* i*,i* k o s
1544,Ngabere-65_negro-1,,Ngabere,65_negro,dɾɯne,dɾɯne,d ɾ ɯ n e,,Constenla2005,825,,^ d ɾ ɯ n e $,Ngabere,c,d r u n e,d e n r u
1545,Buglere-65_negro-1,,Buglere,65_negro,heɾe,heɾe,h e ɾ e,,Constenla2005,831,,^ h e ɾ e $,Buglere,,h e r e,e h r
1546,Dorasque-65_negro-1,,Dorasque,65_negro,saná,saná,s a n á/a,,Constenla2005,824,,^ s a n á $,Dorasque,b,s a n a a,a n s
1547,SanBlasKuna-65_negro-1,,SanBlasKuna,65_negro,sitʃi,sitʃi,s i tʃ i,,Constenla2005,832,,^ s i tʃ i $,SanBlasKuna,,s i tS i,i s tS
1548,Cogui-65_negro-1,,Cogui,65_negro,a'baksɯ,a'baksɯ,a 'b/b a k s ɯ,,Constenla2005,825,,^ a 'b a k s ɯ $,Cogui,c,a b a k s u,a b k s u
1549,Arhuaco-65_negro-1,,Arhuaco,65_negro,twi kawa,twi kawa,t w i + k a w a,,Constenla2005,833,,^ t w i + k a w a $,Arhuaco,,t w i  k a w a, a i k t w
1550,Malayo-65_negro-1,,Malayo,65_negro,amɨkʃi,amɨkʃi,a m ɨ k ʃ i,,Constenla2005,825,,^ a m ɨ k ʃ i $,Malayo,c,a m 3 k S i,3 S a i k m
1551,Chimila-65_negro-1,,Chimila,65_negro,sih'tu,sih'tu,s i h 't/t u,,Constenla2005,822,,^ s i h 't u $,Chimila,a,s i h t u,h i s t u
1552,Chibcha-65_negro-1,,Chibcha,65_negro,mɨhɨsio,mɨhɨsio,m ɨ h ɨ s i o,,Constenla2005,825,,^ m ɨ h ɨ s i o $,Chibcha,c,m 3 h 3 s i o,3 h i m o s
1553,CentralTunebo-65_negro-1,,CentralTunebo,65_negro,ti'kaja,ti'kaja,t i 'k/k a j a,,Constenla2005,834,,^ t i 'k a j a $,CentralTunebo,,t i k a y a,a i k t y
1554,Bari-65_negro-1,,Bari,65_negro,ma:,ma:,m aː,,Constenla2005,824,,^ m a: $,Bari,b,m a,a m
1555,LencaSalvador-66_nino-1,,LencaSalvador,66_nino,wewe,wewe,w e w e,,Constenla2005,835,,^ w e w e $,LencaSalvador,a,w e w e,e w
1556,LencaHonduras-66_nino-1,,LencaHonduras,66_nino,wewe,wewe,w e w e,,Constenla2005,835,,^ w e w e $,LencaHonduras,a,w e w e,e w
1557,Cacaopera-66_nino-1,,Cacaopera,66_nino,misa,misa,m i s a,,Constenla2005,836,,^ m i s a $,Cacaopera,,m i s a,a i m s
1558,Mayangna-66_nino-1,,Mayangna,66_nino,muihbin,muihbin,m u i h b i n,,Constenla2005,837,,^ m u i h b i n $,Mayangna,,m u i h b i n,b h i m n u
1559,Ulwa-66_nino-1,,Ulwa,66_nino,baka,baka,b a k a,,Constenla2005,838,,^ b a k a $,Ulwa,b,b a k a,a b k
1560,Miskito-66_nino-1,,Miskito,66_nino,tuktan,tuktan,t u k t a n,,Constenla2005,839,,^ t u k t a n $,Miskito,,t u k t a n,a k n t u
1561,Pech-66_nino-1,,Pech,66_nino,jé,jé,j é/e,,Constenla2005,840,,^ j é $,Pech,,y e e,e y
1562,Rama-66_nino-1,,Rama,66_nino,ti:skama,ti:skama,t iː s k a m a,,Constenla2005,841,,^ t i: s k a m a $,Rama,,t i s k a m a,a i k m s t
1563,MalekuJaika-66_nino-1,,MalekuJaika,66_nino,aɾaptʃa:,aɾaptʃa:,a ɾ a p tʃ aː,,Constenla2005,842,,^ a ɾ a p tʃ a: $,MalekuJaika,c,a r a p tS a,a p r tS
1564,Boruca-66_nino-1,,Boruca,66_nino,uáʔ,uáʔ,u á/a ʔ,,Constenla2005,835,,^ u á ʔ $,Boruca,a,u a a 7,7 a u
1565,Bribri-66_nino-1,,Bribri,66_nino,aɺá,aɺá,a ɺ á/a,,Constenla2005,842,,^ a ɺ á $,Bribri,c,a L a a,L a
1566,Cabecar-66_nino-1,,Cabecar,66_nino,dʒabà,dʒabà,dʒ a b à/a,,Constenla2005,843,,^ dʒ a b à $,Cabecar,d,dZ a b a a,a b dZ
1567,Teribe-66_nino-1,,Teribe,66_nino,ã́ũã̀,ã́ũã̀,ã́/ã ũ ã̀/ã,,Constenla2005,844,,^ ã́ ũ ã̀ $,Teribe,,a* a* u* a* a*,a* u*
1568,Ngabere-66_nino-1,,Ngabere,66_nino,nɔbɔgɾe,nɔbɔgɾe,n ɔ b ɔ g ɾ e,,Constenla2005,843,,^ n ɔ b ɔ g ɾ e $,Ngabere,d,n o b o g r e,b e g n o r
1569,Buglere-66_nino-1,,Buglere,66_nino,kiɾogwa,kiɾogwa,k i ɾ o g w a,,Constenla2005,845,,^ k i ɾ o g w a $,Buglere,,k i r o g w a,a g i k o r w
1570,Dorasque-66_nino-1,,Dorasque,66_nino,áni,áni,á/a n i,,Constenla2005,842,,^ á n i $,Dorasque,c,a a n i,a i n
1571,SanBlasKuna-66_nino-1,,SanBlasKuna,66_nino,matʃikwa,matʃikwa,m a tʃ i k w a,,Constenla2005,846,,^ m a tʃ i k w a $,SanBlasKuna,,m a tS i k w a,a i k m tS w
1572,Cogui-66_nino-1,,Cogui,66_nino,'sukua,'sukua,'s/s u k u a,,Constenla2005,847,,^ 's u k u a $,Cogui,,s u k u a,a k s u
1573,Arhuaco-66_nino-1,,Arhuaco,66_nino,gəmmɨ'sinɨ,gəmmɨ'sinɨ,g ə m ɨ 's/s i n ɨ,,Constenla2005,843,,^ g ə mm ɨ 's i n ɨ $,Arhuaco,d,g 3 m 3 s i n 3,3 g i m n s
1574,Malayo-66_nino-1,,Malayo,66_nino,gɨmɨntina,gɨmɨntina,g ɨ m ɨ n t i n a,,Constenla2005,843,,^ g ɨ m ɨ n t i n a $,Malayo,d,g 3 m 3 n t i n a,3 a g i m n t
1575,Chimila-66_nino-1,,Chimila,66_nino,'oggwe,'oggwe,'o/o g w e,,Constenla2005,848,,^ 'o gg w e $,Chimila,,o g w e,e g o w
1576,Chibcha-66_nino-1,,Chibcha,66_nino,ɣuasɣua,ɣuasɣua,ɣ u a s ɣ u a,,Constenla2005,835,,^ ɣ u a s ɣ u a $,Chibcha,a,x u a s x u a,a s u x
1577,CentralTunebo-66_nino-1,,CentralTunebo,66_nino,'saha,'saha,'s/s a h a,,Constenla2005,849,,^ 's a h a $,CentralTunebo,,s a h a,a h s
1578,Bari-66_nino-1,,Bari,66_nino,baku,baku,b a k u,,Constenla2005,838,,^ b a k u $,Bari,b,b a k u,a b k u
1579,LencaSalvador-67_no-1,,LencaSalvador,67_no,ke,ke,k e,,Constenla2005,850,,^ k e $,LencaSalvador,a,k e,e k
1580,LencaHonduras-67_no-1,,LencaHonduras,67_no,te,te,t e,,Constenla2005,851,,^ t e $,LencaHonduras,b,t e,e t
